Time (seconds),AIR_QUAL,AIR_PRESS,HUMID,TEMP
0.0,233.6,102.0,29.0,28.8
0.3333333333333333,233.6,102.0,29.0,28.8
0.6666666666666666,233.6,102.0,29.0,28.8
1.0,233.6,102.0,29.0,28.8
1.3333333333333333,233.6,102.0,29.0,28.8
1.6666666666666665,233.6,102.0,29.0,28.8
1.9999999999999998,233.6,102.0,29.0,28.8
2.333333333333333,233.6,102.0,29.0,28.8
2.6666666666666665,233.6,102.0,29.0,28.8
3.0,233.6,102.0,29.0,28.8
3.3333333333333335,233.6,102.0,29.0,28.8
3.666666666666667,233.6,102.0,29.0,28.8
4.0,233.6,102.0,29.0,28.8
4.333333333333333,233.6,102.0,29.0,28.8
4.666666666666666,233.6,102.0,29.0,28.8
4.999999999999999,233.6,102.0,29.0,28.8
5.333333333333332,233.6,102.0,29.0,28.8
5.666666666666665,233.6,102.0,29.0,28.8
5.999999999999998,233.6,102.0,29.0,28.8
6.333333333333331,233.6,102.0,29.0,28.8
6.666666666666664,233.6,102.0,29.0,28.8
6.999999999999997,233.6,102.0,29.0,28.8
7.33333333333333,233.6,102.0,29.0,28.8
7.666666666666663,233.6,102.0,29.0,28.8
7.9999999999999964,233.6,102.0,29.0,28.8
8.33333333333333,233.6,102.0,29.0,28.8
8.666666666666664,233.6,102.0,29.0,28.8
8.999999999999998,233.6,102.0,29.0,28.8
9.333333333333332,233.6,102.0,29.0,28.8
9.666666666666666,233.6,102.0,29.0,28.8
10.0,233.6,102.0,29.0,28.8
10.333333333333334,233.6,102.0,29.0,28.8
10.666666666666668,233.6,102.0,29.0,28.8
11.000000000000002,233.6,102.0,29.0,28.8
11.333333333333336,233.6,102.0,29.0,28.8
11.66666666666667,233.6,102.0,29.0,28.8
12.000000000000004,233.6,102.0,29.0,28.8
12.333333333333337,233.6,102.0,29.0,28.8
12.666666666666671,233.6,102.0,29.0,28.8
13.000000000000005,233.6,102.0,29.0,28.8
13.33333333333334,233.6,102.0,29.0,28.8
13.666666666666673,233.6,102.0,29.0,28.8
